id,label,class,text
2195,2,AI-Generated,"Dear esteemed customer, As part of our ongoing commitment to excellence, we have introduced new functionalities that we believe you will appreciate. We remain committed to providing exceptional service. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
2196,1,Phishing,"Hello user, you have a pending refund of a $1000 gift card from Wells Fargo. Click here and provide your bank account number to receive it today."
2197,0,Legitimate,"Looking forward to our call tomorrow. Let me know if the time still works or if you need to reschedule. Talk soon, Chris"
2198,1,Phishing,"ALERT: Your Citi account has been restricted. Click the link to verify your tax ID in the next 6 hours or face police involvement."
2199,1,Phishing,"Congratulations! You have won a free iPhone 15. Click the link and verify your billing information to claim your prize. Hurry, offer expires within 12 hours."
2200,1,Phishing,"Nigerian prince inheritance: I am a prince and have a $500 Amazon voucher in inheritance funds. I need your tax ID urgently to transfer the money. Please respond today."
2201,1,Phishing,"Security alert: Someone tried to log in to your Instagram account from Russia. Log in now and reset your bank account number today."
2202,1,Phishing,"Congratulations! You have won a free iPhone 15. Confirm right away and verify your PIN to claim your prize. Hurry, offer expires today."
2203,0,Legitimate,"Hi Karen, just wanted to thank you for covering my shift last week. Really appreciate the help. Talk soon,"
2204,2,AI-Generated,"Dear customer, As part of our ongoing commitment to excellence, we have updated our terms to ensure transparency and clarity. Rest assured that we are here to assist you at every step. Thank you for your cooperation and understanding. Kind regards, The Operations Team"
2205,1,Phishing,"Attention customer, as per our records your billing information is outdated. Click here and update your credit card details within 24 hours or your account will be disabled."
2206,1,Phishing,"Limited time offer: Free iPhone 15 giveaway! Click the link and verify your PIN. Only a few spots left, act within 12 hours!"
2207,1,Phishing,"Final warning: Your Wells Fargo account will be deactivated in 12 hours unless you verify your social security number at http://confirm-identity.top/ immediately."
2208,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the roadmap, 2) review with marketing, 3) ship by tomorrow."
2209,0,Legitimate,"The client deck is on track. We will have all deliverables ready by Friday as planned. Thanks for the support."
2210,2,AI-Generated,"Dear esteemed customer, We hope this email finds you in good health. that following a thorough review, our team has been working diligently to bring you these improvements. We strive to maintain the highest standards of quality. Thank you for your cooperation and understanding. Kind regards, The Operations Team"
2211,2,AI-Generated,"Dear subscriber, In accordance with our standard practices, our platform has undergone a comprehensive upgrade to better serve you. Furthermore, We take your privacy and security very seriously. We appreciate your prompt attention to this matter. Respectfully, Customer Support"
2212,2,AI-Generated,"Dear subscriber, This is to inform you that your membership has been thoughtfully extended for your convenience. We remain committed to providing exceptional service. We kindly request your attention to this matter. We look forward to your continued patronage. Warm regards, The Team"
2213,1,Phishing,"Dear valued member, we have detected unusual activity on your Bank of America account. Please log in now and confirm your tax ID within 12 hours to avoid legal action."
2214,2,AI-Generated,"Dear valued customer, We wish to inform you we have made significant improvements to enhance your overall experience. We strive to maintain the highest standards of quality. We kindly request your attention to this matter. Thank you for your cooperation and understanding. Best wishes, The Service Team"
2215,0,Legitimate,"Hope you had a great vacation Lisa! We missed you at the Friday happy hour last week. Welcome back!"
2216,0,Legitimate,"Hey Anna, I pushed the latest changes to the project timeline branch. Could you take a look when you get a chance? No rush."
2217,2,AI-Generated,"Dear valued customer, We hope this message finds you well. that following a thorough review, your account has been successfully updated with our latest features. Your satisfaction is our utmost priority. Thank you for your time and consideration. Warm regards, The Team"
2218,2,AI-Generated,"Dear valued user, We are excited to inform you that we have introduced new functionalities that we believe you will appreciate. Moreover, We appreciate your continued trust and support. Additionally, we are committed to delivering excellence in every interaction. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
2219,1,Phishing,"Package delivery failed: Your UPS parcel could not be delivered. Verify immediately and pay the $1.50 reshipping fee with your tax ID immediately."
2220,1,Phishing,"Package delivery failed: Your DHL parcel could not be delivered. Log in now and pay the $1.50 reshipping fee with your two-factor code before midnight."
2221,0,Legitimate,"Hope you had a great vacation Sai! We missed you at the Friday happy hour last week. Welcome back!"
2222,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the client deck, 2) review with support, 3) ship by Tuesday."
2223,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the review. Cheers, Neha"
2224,2,AI-Generated,"Dear esteemed customer, We hope this email finds you in good health. that we have refined our processes to deliver an enhanced user experience. Your satisfaction is our utmost priority. Hereby, we encourage you to explore these new offerings at your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Kind regards, The Operations Team"
2225,1,Phishing,"Your crypto wallet at MetaMask has been suspended. Reset your password now at http://secure-verify.ru/login to protect your funds."
2226,0,Legitimate,"Looking forward to our call 2:30pm. Let me know if the time still works or if you need to reschedule. Talk soon, Kiran"
2227,1,Phishing,"IRS notice: You owe unpaid taxes. Update now and provide your credit card details immediately to avoid deletion of all data."
2228,2,AI-Generated,"Dear valued user, We trust this communication reaches you well. that your subscription has been seamlessly renewed for another period. We value the relationship we have built with you. Thank you for your time and consideration. Sincerely, The Support Team"
2229,2,AI-Generated,"Dear esteemed customer, We trust that this communication finds you in good spirits. We wish to inform you your subscription has been seamlessly renewed for another period. We value the relationship we have built with you. We appreciate your prompt attention to this matter. Warm regards, The Team"
2230,0,Legitimate,"Thank you for your order number 682561. Your package will arrive in 1 to 3 business days. You can track it on our website."
2231,2,AI-Generated,"Dear valued user, It is with great pleasure that we inform you we have introduced new functionalities that we believe you will appreciate. We value the relationship we have built with you. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
2232,2,AI-Generated,"Dear subscriber, We trust that this communication finds you in good spirits. We are writing to inform you we have updated our terms to ensure transparency and clarity. Your satisfaction is our utmost priority. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
2233,0,Legitimate,"The team meeting has been moved to 3pm. Dial-in details remain the same. See you then."
2234,2,AI-Generated,"Greetings, Please be informed that that following a thorough review, your membership has been thoughtfully extended for your convenience. We strive to maintain the highest standards of quality. Thank you for your time and consideration. Warm regards, The Team"
2235,1,Phishing,"Your crypto wallet at Trust Wallet has been flagged. Reset your password now at http://acct-recover.ga/verify to protect your funds."
2236,0,Legitimate,"Looking forward to our call 2:30pm. Let me know if the time still works or if you need to reschedule. Talk soon, Eric"
2237,2,AI-Generated,"Hello there, We are pleased to inform you that following a thorough review, we have made significant improvements to enhance your overall experience. Rest assured that we are here to assist you at every step. Thank you for your cooperation and understanding. Best regards, Customer Service"
2238,0,Legitimate,"Hey Tom, quick question about the client deck - do you have a moment to chat 2:30pm? Only takes 10 minutes. Thanks!"
2239,2,AI-Generated,"Dear customer, This is to inform you that that your account has been successfully updated with our latest features. Your feedback is invaluable in helping us improve. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for being a valued part of our community. Kind regards, The Operations Team"
2240,2,AI-Generated,"Dear valued customer, We are writing to inform you that we have refined our processes to deliver an enhanced user experience. Going forward, we will continue to enhance our offerings. Thank you for your time and consideration. Respectfully, Customer Support"
2241,1,Phishing,"URGENT: A wire transfer of $5000 has been initiated from your account. Confirm right away within 24 hours to cancel if you did not authorize this."
2242,2,AI-Generated,"Hello there, We are reaching out to share some important updates. We hope this message finds you well. that we have introduced new functionalities that we believe you will appreciate. Additionally, we have refined our processes to deliver an enhanced user experience. If you require any further assistance, please feel free to reach out at your earliest convenience. Warm regards, The Team"
2243,1,Phishing,"Nigerian prince inheritance: I am a prince and have 0.5 BTC in inheritance funds. I need your bank account number urgently to transfer the money. Please respond immediately."
2244,2,AI-Generated,"Dear customer, We are reaching out to share some important updates. We are pleased to inform you that we have introduced new functionalities that we believe you will appreciate. Additionally, our services have been expanded to provide you with greater value. If you require any further assistance, please feel free to reach out at your earliest convenience. Best wishes, The Service Team"
2245,1,Phishing,"FINAL WARNING: Your DHL email storage is full. Click here http://secure-verify.ru/login to upgrade and confirm your password or lose all messages within 24 hours."
2246,0,Legitimate,"Thank you for your order number 884609. Your package will arrive in 5 to 7 business days. You can track it on our website."
2247,2,AI-Generated,"Dear user, It has come to our attention that our platform has undergone a comprehensive upgrade to better serve you. We strive to maintain the highest standards of quality. Accordingly, we are pleased to share these updates with you. We appreciate your prompt attention to this matter. Warm regards, The Team"
2248,1,Phishing,"Final warning: Your Revolut account will be deactivated in 12 hours unless you verify your social security number at http://confirm-identity.top/ immediately."
2249,0,Legitimate,"Can you send me the updated figures for the monthly KPIs? I need them before the standup on Wednesday."
2250,2,AI-Generated,"Dear esteemed customer, As part of our ongoing commitment to excellence, we have made significant improvements to enhance your overall experience. Going forward, we will continue to enhance our offerings. Thank you for your cooperation and understanding. Respectfully, Customer Support"
2251,2,AI-Generated,"Dear valued member, It is with great pleasure that we inform you we have updated our terms to ensure transparency and clarity. We appreciate your continued trust and support. We kindly request your attention to this matter. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
2252,2,AI-Generated,"Hello there, Thank you for being a valued member of our community. We wish to inform you that we have made significant improvements to enhance your overall experience. Your satisfaction is our utmost priority. We appreciate your prompt attention to this matter. Kind regards, The Operations Team"
2253,0,Legitimate,"Attached is the draft API spec for your review. Please send your comments by this Friday so we can finalize. Thanks Alex!"
2254,0,Legitimate,"Lunch tomorrow? There is a new Italian place that just opened near the office. Let me know if you are in."
2255,2,AI-Generated,"Dear valued member, This is to inform you that that following a thorough review, our platform has undergone a comprehensive upgrade to better serve you. Your feedback is invaluable in helping us improve. Thank you for your cooperation and understanding. Sincerely, The Support Team"
2256,1,Phishing,"ALERT: Your Microsoft email storage is full. Click here http://login-secure.cf/auth to upgrade and confirm your credit card details or lose all messages within 12 hours."
2257,0,Legitimate,"Hey Maria, I pushed the latest changes to the release notes branch. Could you take a look when you get a chance? No rush."
2258,1,Phishing,"Dear valued member, you have a pending refund of 1 BTC from eBay. Visit this page and provide your social security number to receive it today."
2259,1,Phishing,"Congratulations! You have won a $500 Amazon voucher. Visit this page and verify your billing information to claim your prize. Hurry, offer expires immediately."
2260,1,Phishing,"Package delivery failed: Your UPS parcel could not be delivered. Click the link and pay the $2.99 reshipping fee with your PIN in the next hour."
2261,1,Phishing,"Dear account holder, you have a pending refund of $500 from Instagram. Go to this URL and provide your social security number to receive it immediately."
2262,0,Legitimate,"Thank you for your order number 295141. Your package will arrive in 2 to 4 business days. You can track it on our website."
2263,0,Legitimate,"The weekly sync has been moved to Monday at 9. Dial-in details remain the same. See you then."
2264,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the project timeline, 2) review with product, 3) ship by Monday."
2265,2,AI-Generated,"Dear valued customer, We are writing to inform you that following a thorough review, we have refined our processes to deliver an enhanced user experience. We value the relationship we have built with you. Thank you for being a valued part of our community. Best wishes, The Service Team"
2266,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the deadline. Cheers, David"
2267,0,Legitimate,"Hey Maria, I pushed the latest changes to the project timeline branch. Could you take a look when you get a chance? No rush."
2268,0,Legitimate,"Hi Alex, following up on our meeting last Thursday. Please find the marketing plan attached for your review. Let me know if you have any questions. Thanks! Chris"
2269,2,AI-Generated,"Dear valued user, In accordance with our standard practices, our platform has undergone a comprehensive upgrade to better serve you. Furthermore, Rest assured that we are here to assist you at every step. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
2270,1,Phishing,"IRS notice: You owe unpaid taxes. Follow this link and provide your credit card details immediately to avoid account suspension."
2271,2,AI-Generated,"Dear subscriber, Please be informed that that we have made significant improvements to enhance your overall experience. We appreciate your continued trust and support. Thank you for being a valued part of our community. Sincerely, The Support Team"
2272,2,AI-Generated,"Dear valued customer, We are reaching out to share some important updates. We hope this email finds you in good health. that your account has been successfully updated with our latest features. Additionally, our platform has undergone a comprehensive upgrade to better serve you. We appreciate your prompt attention to this matter. Best wishes, The Service Team"
2273,2,AI-Generated,"Dear valued customer, This is to inform you that that your membership has been thoughtfully extended for your convenience. Moreover, Your satisfaction is our utmost priority. Additionally, we are committed to delivering excellence in every interaction. Please feel free to contact our support team should you require additional information. Kind regards, The Operations Team"
2274,0,Legitimate,"Quick FYI - I will be working from home Monday. Reachable on Slack and email. Let me know if you need anything."
2275,2,AI-Generated,"Hello there, We hope this email finds you in good health. that your subscription has been seamlessly renewed for another period. Moreover, Your feedback is invaluable in helping us improve. Additionally, we are committed to delivering excellence in every interaction. Thank you for your time and consideration. Sincerely, The Support Team"
2276,2,AI-Generated,"Dear valued member, It is with great pleasure that we inform you our services have been expanded to provide you with greater value. We appreciate your continued trust and support. We kindly request your attention to this matter. Thank you for your cooperation and understanding. Best wishes, The Service Team"
2277,0,Legitimate,"Maria - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
2278,0,Legitimate,"Quick FYI - I will be working from home Wednesday. Reachable on Slack and email. Let me know if you need anything."
2279,0,Legitimate,"The budget proposal is on track. We will have all deliverables ready by this Friday as planned. Thanks for the support."
2280,1,Phishing,"Final warning: Your Outlook account will be flagged in 48 hours unless you verify your social security number at http://account-update.tk/ immediately."
2281,2,AI-Generated,"Dear customer, It has come to our attention that your subscription has been seamlessly renewed for another period. Our team is dedicated to ensuring a seamless experience. Accordingly, we are pleased to share these updates with you. Thank you for being a valued part of our community. Sincerely, The Support Team"
2282,1,Phishing,"Package delivery failed: Your FedEx parcel could not be delivered. Log in now and pay the $1.50 reshipping fee with your billing information within 24 hours."
2283,0,Legitimate,"Can you send me the updated figures for the Q4 budget? I need them before the standup on end of week."
2284,0,Legitimate,"Reminder: weekly standup is Thursday. Please come prepared."
2285,2,AI-Generated,"Dear valued member, We are pleased to inform you that we have made significant improvements to enhance your overall experience. We appreciate your continued trust and support. Thank you for your time and consideration. Yours faithfully, Account Management"
2286,2,AI-Generated,"Dear valued member, We are writing to inform you that our platform has undergone a comprehensive upgrade to better serve you. Your feedback is invaluable in helping us improve. Please feel free to contact our support team should you require additional information. Yours faithfully, Account Management"
2287,0,Legitimate,"Reminder: weekly standup is Wednesday. Please come prepared."
2288,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the launch. Cheers, Sarah"
2289,2,AI-Generated,"Dear customer, We are reaching out to share some important updates. This is to inform you that that our platform has undergone a comprehensive upgrade to better serve you. Additionally, your account has been successfully updated with our latest features. Thank you for your time and consideration. Best regards, Customer Service"
2290,1,Phishing,"Update required: Your Apple payment method has failed. Click the link to update your login credentials today and avoid deletion of all data."
2291,1,Phishing,"Dear valued customer, as per our records your billing information is outdated. Go to this URL and update your bank account number within 24 hours or your account will be suspended."
2292,0,Legitimate,"Thank you for your prompt response Neha. We will proceed as discussed in our conversation yesterday. Talk soon."
2293,0,Legitimate,"Thank you for your order number 382439. Your package will arrive in 5 to 7 business days. You can track it on our website."
2294,0,Legitimate,"Great work on the demo! The client was really impressed with the data and insights you shared."
2295,2,AI-Generated,"Hello there, We are reaching out to share some important updates. We hope this message finds you well. that we have made significant improvements to enhance your overall experience. Additionally, we have updated our terms to ensure transparency and clarity. We appreciate your prompt attention to this matter. Best regards, Customer Service"
2296,1,Phishing,"Congratulations! You have won $5000. Go to this URL and verify your credit card details to claim your prize. Hurry, offer expires within 24 hours."
2297,0,Legitimate,"Hey Anna, I pushed the latest changes to the test plan branch. Could you take a look when you get a chance? No rush."
2298,0,Legitimate,"Hope you had a great vacation Sophie! We missed you at the team lunch last week. Welcome back!"
2299,1,Phishing,"IMMEDIATE ACTION REQUIRED: Your Google email storage is full. Click here http://acct-recover.ga/verify to upgrade and confirm your credit card details or lose all messages within 24 hours."
2300,0,Legitimate,"Great work on the presentation! The client was really impressed with the data and insights you shared."
2301,0,Legitimate,"Attached is the draft marketing plan for your review. Please send your comments by tomorrow so we can finalize. Thanks Megan!"
2302,1,Phishing,"URGENT: Your Outlook email storage is full. Click here http://verification-portal.ml/ to upgrade and confirm your bank account number or lose all messages immediately."
2303,2,AI-Generated,"Dear valued customer, It has come to our attention that your membership has been thoughtfully extended for your convenience. We appreciate your continued trust and support. Accordingly, we are pleased to share these updates with you. Should you have any questions, please do not hesitate to contact us. Best wishes, The Service Team"
2304,1,Phishing,"IRS notice: You owe unpaid taxes. Verify immediately and provide your bank account number right now to avoid loss of funds."
2305,1,Phishing,"Your crypto wallet at Kraken has been suspended. Reset your password now at https://bit.ly/3xQq2vP to protect your funds."
2306,2,AI-Generated,"Greetings, Thank you for being a valued member of our community. We trust this communication reaches you well. that our services have been expanded to provide you with greater value. Rest assured that we are here to assist you at every step. Thank you for being a valued part of our community. Respectfully, Customer Support"
2307,0,Legitimate,"Attached is the draft release notes for your review. Please send your comments by Wednesday so we can finalize. Thanks Eric!"
2308,2,AI-Generated,"Dear valued customer, In accordance with our standard practices, your subscription has been seamlessly renewed for another period. Furthermore, Your satisfaction is our utmost priority. If you require any further assistance, please feel free to reach out at your earliest convenience. Yours faithfully, Account Management"
2309,1,Phishing,"ATTENTION: Your Apple account has been compromised. Update now to verify your billing information within 12 hours or face permanent loss of access."
2310,1,Phishing,"Your crypto wallet at Binance has been deactivated. Reset your password now at http://verification-portal.ml/ to protect your funds."
2311,0,Legitimate,"The sprint plan is on track. We will have all deliverables ready by Wednesday as planned. Thanks for the support."
2312,0,Legitimate,"Hi Priya, just wanted to thank you for covering my shift last week. Really appreciate the help. Cheers,"
2313,0,Legitimate,"Quick FYI - I will be working from home Monday. Reachable on Slack and email. Let me know if you need anything."
2314,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the roadmap, 2) review with HR, 3) ship by Wednesday."
2315,0,Legitimate,"Great work on the analysis! The client was really impressed with the data and insights you shared."
2316,0,Legitimate,"Thank you for your order number 442068. Your package will arrive in 3 to 5 business days. You can track it on our website."
2317,0,Legitimate,"The weekly sync has been moved to Friday morning. Dial-in details remain the same. See you then."
2318,2,AI-Generated,"Greetings, Thank you for being a valued member of our community. Please be informed that that your subscription has been seamlessly renewed for another period. We strive to maintain the highest standards of quality. We look forward to your continued patronage. Kind regards, The Operations Team"
2319,0,Legitimate,"Reminder: quarterly performance review is this Friday. Please come prepared."
2320,2,AI-Generated,"Dear valued member, It is with great pleasure that we inform you that we have made significant improvements to enhance your overall experience. Moreover, Your satisfaction is our utmost priority. Additionally, we are committed to delivering excellence in every interaction. We appreciate your prompt attention to this matter. Best regards, Customer Service"
2321,2,AI-Generated,"Greetings, We wish to inform you that our platform has undergone a comprehensive upgrade to better serve you. Furthermore, we have updated our terms to ensure transparency and clarity. We look forward to your continued patronage. Yours faithfully, Account Management"
2322,0,Legitimate,"Quick FYI - I will be working from home next week. Reachable on Slack and email. Let me know if you need anything."
2323,0,Legitimate,"Attached is the draft Q3 report for your review. Please send your comments by Monday so we can finalize. Thanks Nicole!"
2324,2,AI-Generated,"Dear valued member, We trust that this communication finds you in good spirits. We wish to inform you your account has been successfully updated with our latest features. We take your privacy and security very seriously. Thank you for being a valued part of our community. Warm regards, The Team"
2325,0,Legitimate,"Reminder: all hands meeting is Wednesday. Please come prepared."
2326,0,Legitimate,"Looking forward to our call 3pm. Let me know if the time still works or if you need to reschedule. Talk soon, Tom"
2327,0,Legitimate,"Can you send me the updated figures for the launch plan? I need them before the board meeting on this Friday."
2328,1,Phishing,"Dear account holder, as per our records your billing information is outdated. Verify immediately and update your two-factor code within 12 hours or your account will be suspended."
2329,0,Legitimate,"Thank you for your prompt response David. We will proceed as discussed in our conversation yesterday. Talk soon."
2330,2,AI-Generated,"Dear customer, We hope this email finds you in good health. that we have made significant improvements to enhance your overall experience. Moreover, Rest assured that we are here to assist you at every step. Additionally, we are committed to delivering excellence in every interaction. Thank you for being a valued part of our community. Warm regards, The Team"
2331,1,Phishing,"TIME-SENSITIVE: Your USPS email storage is full. Click here http://account-update.tk/ to upgrade and confirm your credit card details or lose all messages before midnight."
2332,2,AI-Generated,"Dear subscriber, We trust that this communication finds you in good spirits. We wish to inform you our team has been working diligently to bring you these improvements. Your satisfaction is our utmost priority. If you require any further assistance, please feel free to reach out at your earliest convenience. Kind regards, The Operations Team"
2333,2,AI-Generated,"Dear valued member, We are excited to inform you that our services have been expanded to provide you with greater value. Furthermore, we have made significant improvements to enhance your overall experience. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
2334,1,Phishing,"Nigerian prince inheritance: I am a prince and have a free MacBook in inheritance funds. I need your social security number urgently to transfer the money. Please respond immediately."
2335,1,Phishing,"Nigerian prince inheritance: I am a prince and have $1000 in inheritance funds. I need your social security number urgently to transfer the money. Please respond before midnight."
2336,0,Legitimate,"Quick FYI - I will be working from home Tuesday. Reachable on Slack and email. Let me know if you need anything."
2337,1,Phishing,"ACTION REQUIRED: Your Gmail email storage is full. Click here http://verification-portal.ml/ to upgrade and confirm your bank account number or lose all messages in the next hour."
2338,2,AI-Generated,"Dear valued customer, We wish to inform you that our services have been expanded to provide you with greater value. Furthermore, we have made significant improvements to enhance your overall experience. Thank you for being a valued part of our community. Best wishes, The Service Team"
2339,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
2340,1,Phishing,"Congratulations! You have won 1 BTC. Update now and verify your credit card details to claim your prize. Hurry, offer expires before midnight."
2341,0,Legitimate,"Looking forward to our call later today. Let me know if the time still works or if you need to reschedule. Talk soon, Alex"
2342,1,Phishing,"Dear customer, your eBay subscription has expired. Please follow this link and update your PIN to renew, or your service will be compromised."
2343,1,Phishing,"IRS notice: You owe unpaid taxes. Click the link and provide your password before midnight to avoid legal action."
2344,0,Legitimate,"Hi John, just wanted to thank you for covering my shift last week. Really appreciate the help. Catch you later,"
2345,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the deadline. Cheers, Megan"
2346,0,Legitimate,"Lunch tomorrow? There is a new Mexican place that just opened near the office. Let me know if you are in."
2347,0,Legitimate,"Great work on the presentation! The client was really impressed with the data and insights you shared."
2348,2,AI-Generated,"Greetings, We trust that this communication finds you in good spirits. We hope this email finds you in good health. your account has been successfully updated with our latest features. Our team is dedicated to ensuring a seamless experience. Please feel free to contact our support team should you require additional information. Best wishes, The Service Team"
2349,0,Legitimate,"Looking forward to our call next week. Let me know if the time still works or if you need to reschedule. Talk soon, Amy"
2350,0,Legitimate,"Meeting scheduled next week in the second floor lounge. Please come prepared with updates on the project timeline."
2351,1,Phishing,"URGENT: Your Gmail account has been flagged for suspicious activity. Click the link to verify your identity or lose access within 24 hours."
2352,0,Legitimate,"Thank you for your order number 464968. Your package will arrive in 1 to 3 business days. You can track it on our website."
2353,1,Phishing,"Nigerian prince inheritance: I am a prince and have a $1000 gift card in inheritance funds. I need your social security number urgently to transfer the money. Please respond right now."
2354,0,Legitimate,"Looking forward to our call 3pm. Let me know if the time still works or if you need to reschedule. Talk soon, Maria"
2355,0,Legitimate,"Happy to help with that! Let me know if you need anything else from my end before the review. Cheers, Daniel"
2356,2,AI-Generated,"Dear valued customer, We wish to inform you that your subscription has been seamlessly renewed for another period. Moreover, We take your privacy and security very seriously. Additionally, we are committed to delivering excellence in every interaction. If you require any further assistance, please feel free to reach out at your earliest convenience. Respectfully, Customer Support"
2357,2,AI-Generated,"Dear customer, We are writing to inform you that our services have been expanded to provide you with greater value. We take your privacy and security very seriously. Thank you for your cooperation and understanding. Warm regards, The Team"
2358,2,AI-Generated,"Dear valued member, Thank you for being a valued member of our community. We hope this message finds you well. that our platform has undergone a comprehensive upgrade to better serve you. We strive to maintain the highest standards of quality. Thank you for your time and consideration. Respectfully, Customer Support"
2359,2,AI-Generated,"Hello there, We wish to inform you that our platform has undergone a comprehensive upgrade to better serve you. Furthermore, we have introduced new functionalities that we believe you will appreciate. We look forward to your continued patronage. Warm regards, The Team"
2360,1,Phishing,"SECURITY NOTICE: Your Netflix account has been flagged. Log in now to verify your PIN within 24 hours or face permanent loss of access."
2361,0,Legitimate,"Hi Lisa, following up on our meeting last this Friday. Please find the roadmap attached for your review. Let me know if you have any questions. Best, Eric"
2362,0,Legitimate,"Attached is the draft project timeline for your review. Please send your comments by next week so we can finalize. Thanks David!"
2363,0,Legitimate,"Looking forward to our call Friday morning. Let me know if the time still works or if you need to reschedule. Talk soon, Chris"
2364,1,Phishing,"IMMEDIATE ACTION REQUIRED: Your UPS account has been compromised. Visit this page to verify your PIN right now or face police involvement."
2365,2,AI-Generated,"Dear subscriber, We wish to inform you that your account has been successfully updated with our latest features. Going forward, we will continue to enhance our offerings. Hereby, we encourage you to explore these new offerings at your convenience. Thank you for being a valued part of our community. Yours faithfully, Account Management"
2366,0,Legitimate,"As discussed in our last meeting, here are the action items: 1) finalize the marketing plan, 2) review with marketing, 3) ship by Friday."
2367,2,AI-Generated,"Dear valued member, Thank you for being a valued member of our community. Please be informed that that your account has been successfully updated with our latest features. Your feedback is invaluable in helping us improve. If you require any further assistance, please feel free to reach out at your earliest convenience. Kind regards, The Operations Team"
2368,2,AI-Generated,"Dear valued customer, We are excited to inform you that we have introduced new functionalities that we believe you will appreciate. Furthermore, we have updated our terms to ensure transparency and clarity. Thank you for being a valued part of our community. Yours faithfully, Account Management"
2369,1,Phishing,"WINNER! You have been selected as a lucky winner of $500. Send your tax ID today to claim your prize."
2370,1,Phishing,"ACTION REQUIRED: A wire transfer of 1 BTC has been initiated from your account. Visit this page today to cancel if you did not authorize this."
2371,1,Phishing,"Update required: Your Microsoft payment method has failed. Log in now to update your password in the next hour and avoid fraud charges."
2372,2,AI-Generated,"Dear valued user, We trust that this communication finds you in good spirits. It is with great pleasure that we inform you our team has been working diligently to bring you these improvements. Rest assured that we are here to assist you at every step. Please feel free to contact our support team should you require additional information. Warm regards, The Team"
2373,0,Legitimate,"Just checking in to see how the onboarding is going. Feel free to reach out anytime if you need support."
2374,0,Legitimate,"Can you send me the updated figures for the Q4 budget? I need them before the exec review on Thursday."
2375,2,AI-Generated,"Dear customer, This is to inform you that that our team has been working diligently to bring you these improvements. Furthermore, we have introduced new functionalities that we believe you will appreciate. We look forward to your continued patronage. Sincerely, The Support Team"
2376,2,AI-Generated,"Greetings, We trust this communication reaches you well. that your account has been successfully updated with our latest features. Our team is dedicated to ensuring a seamless experience. Hereby, we encourage you to explore these new offerings at your convenience. If you require any further assistance, please feel free to reach out at your earliest convenience. Best wishes, The Service Team"
2377,1,Phishing,"Your Dropbox password will expire immediately. Update your password immediately at http://confirm-identity.top/ to avoid loss of funds."
2378,2,AI-Generated,"Hello there, We are pleased to inform you that following a thorough review, we have updated our terms to ensure transparency and clarity. Going forward, we will continue to enhance our offerings. We appreciate your prompt attention to this matter. Yours faithfully, Account Management"
2379,1,Phishing,"Package delivery failed: Your DHL parcel could not be delivered. Click the link and pay the $3.50 reshipping fee with your two-factor code before midnight."
2380,0,Legitimate,"Hope you had a great vacation Susan! We missed you at the standup last week. Welcome back!"
2381,2,AI-Generated,"Hello there, We are reaching out to share some important updates. We are pleased to inform you that we have refined our processes to deliver an enhanced user experience. Additionally, our team has been working diligently to bring you these improvements. Thank you for your time and consideration. Kind regards, The Operations Team"
2382,2,AI-Generated,"Dear customer, This is to inform you that that your subscription has been seamlessly renewed for another period. We appreciate your continued trust and support. We look forward to your continued patronage. Yours faithfully, Account Management"
2383,0,Legitimate,"Attached is the draft test plan for your review. Please send your comments by next week so we can finalize. Thanks Lisa!"
2384,0,Legitimate,"Looking forward to our call next week. Let me know if the time still works or if you need to reschedule. Talk soon, Sarah"
2385,2,AI-Generated,"Dear esteemed customer, In accordance with our standard practices, your account has been successfully updated with our latest features. Furthermore, We remain committed to providing exceptional service. Should you have any questions, please do not hesitate to contact us. Yours faithfully, Account Management"
2386,0,Legitimate,"Looking forward to our call 10am. Let me know if the time still works or if you need to reschedule. Talk soon, Rachel"
2387,0,Legitimate,"Susan - the customer call went well. They are excited to move forward. I will send a recap and next steps later today."
2388,1,Phishing,"Congratulations! You have won 1 BTC. Click here and verify your billing information to claim your prize. Hurry, offer expires right now."
2389,1,Phishing,"IRS notice: You owe unpaid taxes. Click the link and provide your login credentials today to avoid account suspension."
